Student Name,Roll No,ID,Mobile Number,College Name,Address,Email ID,Passing Year,Branch,Trade,Total Marks,CGPA,Grade
Devansh Tandon,R0448,ID00448,9381585933,Konda-Saxena College,"H.No. 68, Zacharia Ganj, Ozhukarai 149285",elakshiraj@sekhon.com,2021,Information Technology,Structural Design,536,8.1,A
Suhana Raval,R0449,ID00449,9345170644,Dua LLC College,"594, Hayre Nagar, Jammu 863944",owadhwa@sachar-bumb.net,2024,Electronics,Thermodynamics,428,6.21,C
Amani Rajagopal,R0450,ID00450,9716133227,Sule-Vohra College,"H.No. 060, Tailor Zila, Ujjain 680283",somananvi@yahoo.com,2024,Information Technology,Networking,464,7.17,B
Aaina Borah,R0451,ID00451,9421260107,Kapur-Sengupta College,"72/85, Deshpande Street, Mahbubnagar 531940",mohanlalram@deep.com,2025,Mechanical,Thermodynamics,416,9.07,A+
Heer Seth,R0452,ID00452,9649877186,"Saxena, Balasubramanian and Varma College","31, Sarraf Zila, Karimnagar-571406",purab39@gmail.com,2020,Civil,Software Engineering,497,6.32,C
Nayantara Wason,R0453,ID00453,9471573802,Dara Inc College,"60/652, Krish Circle, Gorakhpur-941140",gmann@gade.com,2025,Computer Science,Structural Design,472,9.6,A+
Ranbir Bal,R0454,ID00454,9989479811,"Virk, Date and Bhattacharyya College","838, Gara Circle, Pimpri-Chinchwad-049366",tushar36@raman.com,2024,Civil,Networking,592,8.74,A
Armaan Ratti,R0455,ID00455,9606551053,Gera-Bail College,"735, Krishnan Marg, Pallavaram 012362",ahana-borra@hotmail.com,2024,Information Technology,Structural Design,522,9.86,A+
Ivana Shetty,R0456,ID00456,9781394711,"Tandon, Bakshi and Gupta College","71/898, Ahluwalia Ganj, Solapur 831408",advik30@grewal.com,2023,Civil,Networking,421,8.22,A
Dhanush Tak,R0457,ID00457,9228362468,Roy LLC College,"71, Kashyap Street, Ahmednagar 783611",comarzara@yahoo.com,2024,Electrical,Thermodynamics,531,6.66,C
Jayant Issac,R0458,ID00458,9971856145,Jaggi PLC College,"94/24, Manne Road, Nellore 345616",anvi88@rastogi-samra.info,2020,Electrical,VLSI,594,8.41,A
Tarini Subramanian,R0459,ID00459,9239561978,"Arora, Goda and Banik College","73, Mangal Road, Thane 898371",anya28@gmail.com,2022,Information Technology,Structural Design,490,7.25,B
Akarsh Jani,R0460,ID00460,9568619323,Borde-Bahri College,"24/656, Dhillon Nagar, Karimnagar 871397",miraankhurana@ratta.com,2022,Mechanical,VLSI,444,7.95,B
Tarini Kapoor,R0461,ID00461,9138552476,"Jain, Karan and Deol College","H.No. 130, Khurana Chowk, Ballia 002662",romildayal@yahoo.com,2020,Computer Science,Power Systems,479,6.9,C
Rohan Bose,R0462,ID00462,9511340043,"Dave, Chopra and Jhaveri College","09/714, Iyengar Zila, Parbhani-394215",eshani71@bir.com,2020,Civil,Structural Design,461,8.74,A
Ryan Rege,R0463,ID00463,9182888118,Khurana PLC College,"93/21, Butala Street, Dibrugarh-150913",obhavsar@gmail.com,2025,Electronics,Software Engineering,541,8.91,A
Keya Bhandari,R0464,ID00464,9286851184,"Kari, Dubey and Dua College","H.No. 58, Sama Nagar, Anantapuram 712161",obobal@hotmail.com,2024,Civil,Thermodynamics,485,7.11,B
Aayush Rastogi,R0465,ID00465,9900267279,Tella LLC College,"71/92, Sandal Nagar, Bhagalpur 726131",sumerthaker@gmail.com,2025,Electrical,Power Systems,454,7.62,B
Faiyaz Viswanathan,R0466,ID00466,9437567135,"Biswas, Chaudry and Devan College","H.No. 215, Ram Circle, Nagercoil-570987",qsharma@hotmail.com,2023,Electrical,Structural Design,506,9.26,A+
Zara Gole,R0467,ID00467,9949633941,Suresh Inc College,"10/781, Kibe Road, Delhi 270659",laganchaudry@raj.com,2022,Civil,Networking,540,9.92,A+
Mannat Kota,R0468,ID00468,9798628634,"Sachdeva, Keer and Kamdar College","H.No. 30, Salvi Chowk, Guntur 798281",ckara@gmail.com,2025,Electronics,Thermodynamics,543,8.05,A
Vidur Vohra,R0469,ID00469,9794326146,"Bains, Chander and Saran College","H.No. 43, Kothari Street, Tezpur 611754",halderprisha@yahoo.com,2025,Civil,Software Engineering,438,6.76,C
Renee Sane,R0470,ID00470,9723513971,Datta-Wali College,"62/19, Hayre, Kollam 513149",keya78@hotmail.com,2023,Mechanical,Networking,536,6.86,C
Ivan Kumar,R0471,ID00471,9241650389,D’Alia PLC College,"H.No. 14, Mani Zila, Sultan Pur Majra 173319",ubarman@dua-acharya.org,2022,Electrical,VLSI,451,6.92,C
Nayantara Chaudhari,R0472,ID00472,9251668234,"Chaudhuri, Kashyap and Hari College","H.No. 99, Bhardwaj Road, Pondicherry 460801",jayesh36@hotmail.com,2022,Electrical,Structural Design,562,9.84,A+
Vihaan Sachdev,R0473,ID00473,9802384061,"Datta, Bobal and Wali College","136, Madan Zila, Jalna-096906",nirvaansalvi@yahoo.com,2021,Information Technology,VLSI,524,7.55,B
Shray Choudhury,R0474,ID00474,9918020200,Dada-Chanda College,"432, Sandal Path, Sangli-Miraj & Kupwad-262614",tiya29@yahoo.com,2022,Civil,Power Systems,426,9.64,A+
Kashvi Bhatt,R0475,ID00475,9714999008,"Dutt, Chhabra and Hayre College","64/69, Barman Chowk, Rajahmundry-904522",qdasgupta@bail.org,2020,Electronics,Networking,450,8.88,A
Vritika Bir,R0476,ID00476,9318006113,"Hayre, Wason and Maharaj College","H.No. 561, Bhalla Nagar, Firozabad 161753",hrishita92@gmail.com,2025,Electronics,Software Engineering,463,8.79,A
Priyansh Sen,R0477,ID00477,9291501790,Srivastava-Bath College,"19/146, Sharaf Path, Farrukhabad 557779",nityaagate@dhaliwal.com,2023,Mechanical,Structural Design,497,6.23,C
Onkar Wable,R0478,ID00478,9241015650,Kale-Bath College,"H.No. 858, Sankar Circle, Karaikudi 767734",zain36@yahoo.com,2023,Electronics,Thermodynamics,475,8.68,A
Zara Toor,R0479,ID00479,9625648433,Dhillon-Bala College,"H.No. 67, Rao Chowk, Panihati-538061",balsuhana@mangal.com,2022,Computer Science,Software Engineering,560,6.85,C
Anahi Hora,R0480,ID00480,9980742749,Dhar-Garde College,"56/13, Chandra Marg, Phagwara-088845",khushikapadia@gmail.com,2025,Civil,Software Engineering,451,6.74,C
Yuvaan Subramanian,R0481,ID00481,9465280453,Jain Group College,"943, Venkataraman Path, Secunderabad 940450",yadavritvik@jhaveri-kapadia.biz,2024,Electronics,VLSI,540,6.07,C
Abram Venkataraman,R0482,ID00482,9623243147,Dua-Edwin College,"H.No. 90, Kurian Circle, Bhusawal 670465",tandonaayush@hotmail.com,2024,Electronics,Structural Design,580,6.64,C
Nitara Brar,R0483,ID00483,9384645788,Chacko Inc College,"629, Soman Ganj, Bhubaneswar 223961",prerak81@raj.com,2023,Mechanical,Thermodynamics,461,7.82,B
Urvi Rana,R0484,ID00484,9116504308,Shan Ltd College,"H.No. 97, Dani Circle, Durgapur-864850",aarnarajan@char.net,2024,Electrical,Thermodynamics,550,8.97,A
Zoya Sarna,R0485,ID00485,9871811991,Vala LLC College,"H.No. 82, Balan Road, Tiruppur 576056",jaggishlok@hotmail.com,2025,Electronics,Power Systems,538,8.26,A
Khushi Chakrabarti,R0486,ID00486,9603944768,"Chaudhuri, Bajaj and Chaudry College","450, Shan Chowk, Chapra 094901",karnikmiraan@yahoo.com,2024,Electrical,Networking,452,6.05,C
Biju Bhavsar,R0487,ID00487,9239605545,Chahal-Keer College,"76/276, Rajagopalan Zila, Ozhukarai 441413",suhana44@gmail.com,2023,Computer Science,Software Engineering,487,8.63,A
Suhana Anand,R0488,ID00488,9694808080,Kala LLC College,"07, Sura Road, Tirunelveli 454512",devanshdin@goyal.org,2020,Electrical,Software Engineering,472,7.39,B
Abram Babu,R0489,ID00489,9857739497,Ravi LLC College,"32, Dhar Ganj, Thoothukudi 898558",nishith04@yahoo.com,2022,Electrical,Thermodynamics,555,9.39,A+
Nitya Rao,R0490,ID00490,9792244924,Varkey-Hegde College,"H.No. 730, Karan Street, Jamalpur 769586",yuvaan07@hotmail.com,2022,Mechanical,Software Engineering,497,9.42,A+
Misha Iyengar,R0491,ID00491,9145556898,Sane-Viswanathan College,"H.No. 44, Choudhary Zila, Raichur-760420",subramaniamyuvaan@hotmail.com,2022,Electronics,Networking,481,6.09,C
Mannat Desai,R0492,ID00492,9984286191,"Yohannan, Krishna and Chanda College","55, Vaidya Road, Buxar 095980",aradhya91@hotmail.com,2023,Information Technology,Networking,539,8.88,A
Tara Bhavsar,R0493,ID00493,9802207616,Mand-Bath College,"04/53, Hayre Street, Nandyal-652459",mahika11@date-batra.com,2023,Computer Science,Networking,471,7.81,B
Chirag Sinha,R0494,ID00494,9784583570,Divan Group College,"53/35, Ahuja Road, Uluberia 798711",madhupsandhu@bansal-mander.org,2020,Civil,Power Systems,543,7.44,B
Nehmat Garde,R0495,ID00495,9728780948,Kumar-Banerjee College,"68, Sengupta Road, Tiruvottiyur 900721",bhaminidada@bala.com,2025,Civil,Thermodynamics,525,8.34,A
Vidur Ranganathan,R0496,ID00496,9949925029,"De, Sama and Gala College","77/417, Sama Zila, Naihati-675746",uthkarsh22@doctor-thakur.com,2024,Electronics,VLSI,568,9.16,A+
Azad Roy,R0497,ID00497,9790482243,"Khosla, Garde and Dutt College","64/140, Bandi Zila, Sasaram-830968",darshit44@walla.info,2025,Electronics,Structural Design,451,6.34,C
Anvi Sangha,R0498,ID00498,9845382275,Wali Ltd College,"94/70, Manda Zila, Karnal 662065",shahaarna@date-grover.info,2022,Information Technology,Networking,441,8.83,A
Seher Kothari,R0499,ID00499,9119339039,Mammen-Varty College,"782, Randhawa Chowk, Howrah-429309",emir50@chana-biswas.net,2020,Computer Science,Power Systems,517,6.57,C
Alia Kala,R0500,ID00500,9104127251,Sahota-Yogi College,"H.No. 35, Sastry Zila, Muzaffarpur-224823",reyansh68@yahoo.com,2023,Civil,Power Systems,502,8.89,A
Sumer Varkey,R0501,ID00501,9700581865,Ravi and Sons College,"H.No. 404, Balakrishnan Zila, Kochi-321542",divyanshhayre@hotmail.com,2023,Information Technology,Structural Design,543,9.99,A+
Ryan Raja,R0502,ID00502,9704786757,Magar-Chaudhary College,"386, Kumer Chowk, Gandhinagar 812738",tiya78@krishna.com,2025,Electronics,Software Engineering,450,6.11,C
Ritvik Ranganathan,R0503,ID00503,9610478746,Deol LLC College,"H.No. 46, Dey Circle, Imphal 891221",dastushar@maharaj.com,2023,Electronics,Software Engineering,439,9.49,A+
Siya Agate,R0504,ID00504,9889680203,Bath-Varty College,"H.No. 847, Ratti Circle, Shimla 366888",nakulkeer@jain.org,2023,Electrical,Networking,540,7.18,B
Divyansh Sheth,R0505,ID00505,9269413407,Raj and Sons College,"032, Dada Street, Panihati 585072",kohliaarav@swaminathan-dyal.com,2023,Mechanical,Networking,503,8.23,A
Priyansh Garg,R0506,ID00506,9811248737,Dasgupta Inc College,"90/953, Hayre Nagar, Moradabad 804538",drishya33@gmail.com,2021,Civil,Networking,484,8.85,A
Damini Wason,R0507,ID00507,9414176742,"Dua, Rajagopal and Goel College","356, Gandhi Ganj, Kakinada-984987",renee44@mane.biz,2025,Electrical,Software Engineering,408,8.58,A
Purab Kumer,R0508,ID00508,9657535738,Din-Devi College,"06/219, Bhardwaj Zila, Nandyal 674231",nehmat86@yahoo.com,2025,Electronics,Structural Design,457,6.64,C
Vanya Mand,R0509,ID00509,9900144517,Rastogi-Chada College,"48/09, Sharma Ganj, Maheshtala-654391",anay36@tiwari.com,2020,Mechanical,Software Engineering,406,6.43,C
Shlok Ganesh,R0510,ID00510,9835198336,Ganesan-Grover College,"76/030, Sathe Chowk, Tadipatri-991786",kraja@gmail.com,2025,Computer Science,Thermodynamics,449,8.17,A
Inaaya  Sahota,R0511,ID00511,9981093014,Bhandari-Anand College,"860, Kanda Road, Jalandhar 059282",handasaanvi@venkataraman.com,2025,Mechanical,Thermodynamics,450,8.55,A
Ishaan Shan,R0512,ID00512,9564670080,Karnik Inc College,"45/529, Sura Chowk, Haldia 152622",vigyasmin@yahoo.com,2022,Electrical,Thermodynamics,500,6.08,C
Tarini Dyal,R0513,ID00513,9588368217,Vig-Agrawal College,"56/457, Shetty Chowk, Malegaon 885930",tarinimannan@bedi-sinha.net,2023,Computer Science,Structural Design,410,8.05,A
Taimur Rajagopal,R0514,ID00514,9769778971,Ramaswamy Group College,"H.No. 99, Ganesan Chowk, Mau-854360",dishani11@ratta.com,2022,Mechanical,Networking,422,9.67,A+
Indrajit Chakraborty,R0515,ID00515,9181575632,"Kota, Sankar and Kapur College","804, Gill, Shahjahanpur-162021",sachdevaalia@singhal.com,2022,Electrical,Thermodynamics,550,8.37,A
Siya Varughese,R0516,ID00516,9883094091,"Baria, Chakrabarti and Gera College","H.No. 34, Bhattacharyya Nagar, Agartala 449411",xsrivastava@yahoo.com,2022,Electrical,Thermodynamics,560,9.34,A+
Vaibhav Hans,R0517,ID00517,9872578604,Mani-Khalsa College,"H.No. 07, Vaidya Marg, Kamarhati 336329",tiyashroff@balay.com,2022,Electronics,Power Systems,526,7.98,B
Nehmat Gill,R0518,ID00518,9297067420,Kumar Inc College,"678, Sarma Marg, Hapur 578992",raghav14@yahoo.com,2022,Mechanical,Software Engineering,598,6.66,C
Shray Roy,R0519,ID00519,9323357551,Devan-Vaidya College,"382, Hans Road, Fatehpur 570919",pbhattacharyya@bhat.com,2024,Civil,Structural Design,416,9.24,A+
Hiran Hari,R0520,ID00520,9344423323,Comar Group College,"34, Dara, Aligarh 993918",vbali@sarma.com,2020,Computer Science,Networking,424,8.3,A
Piya Wadhwa,R0521,ID00521,9132620754,"Samra, Gara and Aggarwal College","78/98, Sharaf Zila, Pondicherry 012879",sarabedi@hotmail.com,2022,Civil,Thermodynamics,579,8.45,A
Azad Venkataraman,R0522,ID00522,9841767014,Kashyap LLC College,"02/579, Kade Ganj, Sangli-Miraj & Kupwad 095372",advik60@hotmail.com,2024,Information Technology,Power Systems,549,7.13,B
Riya Manda,R0523,ID00523,9484016250,Jani Group College,"77/313, Lala Ganj, Raebareli 883344",dishaniamble@yahoo.com,2020,Electronics,VLSI,561,6.25,C
Samar Salvi,R0524,ID00524,9289393999,"Sule, Kothari and Gour College","H.No. 512, Swaminathan Circle, Vadodara-993618",virksiya@dara.com,2024,Electrical,Thermodynamics,433,7.89,B
Yakshit Verma,R0525,ID00525,9649713720,"Tak, Dora and Ranganathan College","41/516, Bawa, Sangli-Miraj & Kupwad 920746",oorjasarkar@hotmail.com,2023,Mechanical,Thermodynamics,582,8.08,A
Yasmin Saran,R0526,ID00526,9678396876,Kunda and Sons College,"65/81, Deshmukh Ganj, Gandhidham-313108",ivansankaran@hotmail.com,2025,Mechanical,Power Systems,405,8.13,A
Chirag Garde,R0527,ID00527,9195278353,Gupta and Sons College,"17, Vasa, Udaipur 240565",zainasekhon@hotmail.com,2025,Mechanical,VLSI,565,8.09,A
Vardaniya Kuruvilla,R0528,ID00528,9602009535,"Sastry, Sami and Kohli College","H.No. 750, Bhagat Chowk, Ludhiana 132473",ladshalv@ahuja.biz,2022,Civil,Software Engineering,593,7.68,B
Anika Bera,R0529,ID00529,9173533740,Sahni-Jayaraman College,"32/46, Banik Chowk, Miryalaguda-360524",piyaraj@badal-badami.com,2025,Mechanical,Networking,516,9.3,A+
Amira Acharya,R0530,ID00530,9728362903,Kota-Madan College,"00, Sagar Marg, Thoothukudi-486791",jhanvi69@uppal-jaggi.biz,2022,Civil,Thermodynamics,520,9.96,A+
Riaan Sen,R0531,ID00531,9225809264,"Chacko, Thaker and Balan College","998, Seshadri Zila, Thoothukudi-366342",bhamini54@yahoo.com,2022,Electronics,Networking,539,7.24,B
Eva Sule,R0532,ID00532,9364098702,Yohannan-Roy College,"08/33, Varma Road, Surendranagar Dudhrej-626811",tusharagrawal@yahoo.com,2020,Electrical,Structural Design,444,7.41,B
Stuvan Jani,R0533,ID00533,9955125641,Mangat-Bhatt College,"59/16, Buch Marg, Satna 546780",sgaba@gmail.com,2020,Mechanical,Power Systems,519,8.44,A
Tanya Chada,R0534,ID00534,9585178748,Dey-Setty College,"82/76, Chander Street, Mehsana-616559",samar32@bawa.info,2024,Electrical,VLSI,416,7.3,B
Kabir Kade,R0535,ID00535,9777970302,"Wadhwa, Sampath and Bala College","H.No. 59, Salvi Circle, Morbi-930161",wableojas@yahoo.com,2020,Mechanical,Networking,569,9.94,A+
Aradhya Bhavsar,R0536,ID00536,9838860002,Aurora Ltd College,"02/830, Warrior Marg, Amaravati 991795",ychaudry@yahoo.com,2023,Electronics,Software Engineering,581,9.23,A+
Ishita Barad,R0537,ID00537,9413636888,"Sekhon, Sood and Vora College","17/637, Subramanian Marg, Kota-010176",magarranbir@sarma.org,2022,Civil,Software Engineering,510,7.43,B
Emir Chahal,R0538,ID00538,9331040926,Bail-Dada College,"H.No. 54, Ahluwalia, Alappuzha 710302",jivintara@garde.net,2024,Computer Science,Software Engineering,506,9.05,A+
Indrajit Chanda,R0539,ID00539,9151972939,"Devan, Korpal and Dugar College","208, Sunder Street, Unnao 930256",brarjivika@hotmail.com,2024,Computer Science,VLSI,556,7.27,B
Vivaan Doshi,R0540,ID00540,9179624392,"Chaudhary, Lalla and Rao College","H.No. 668, Bajaj Chowk, Kharagpur 655537",hsem@lad.biz,2023,Information Technology,VLSI,499,6.63,C
Purab Dara,R0541,ID00541,9397404526,"Kade, Mallick and Saha College","465, Walla Street, Giridih-847931",ndave@vasa.com,2020,Information Technology,Software Engineering,508,8.94,A
Sara Keer,R0542,ID00542,9724053427,Toor-Kala College,"H.No. 869, Sura Zila, Bongaigaon 161812",divit07@boase-chawla.com,2023,Electronics,Software Engineering,431,8.6,A
Indrajit Deep,R0543,ID00543,9923693410,"Kulkarni, Sunder and Sha College","95/959, Balakrishnan Path, Mysore-373814",oorja44@mandal-dhar.com,2022,Information Technology,Networking,509,7.51,B
Anaya Batta,R0544,ID00544,9737851247,Golla Inc College,"989, Sabharwal Road, Ambala-502854",yakshitbhatia@bansal.com,2025,Electrical,Thermodynamics,570,7.94,B
Prisha Kakar,R0545,ID00545,9747192742,Shah-Kibe College,"556, Dash, Madanapalle 018193",saxenavaibhav@badami-sarraf.com,2024,Computer Science,Networking,445,7.14,B
Anaya Shan,R0546,ID00546,9269483150,"Banerjee, Sehgal and Trivedi College","88/587, Bath Street, Amroha 269088",bandihunar@jayaraman.com,2022,Computer Science,Structural Design,595,9.87,A+
Dharmajan Kurian,R0547,ID00547,9999169575,Choudhary LLC College,"982, Dugal, Amroha 542508",balsara@sami.com,2024,Electrical,VLSI,447,9.91,A+
Kashvi Kothari,R0548,ID00548,9652788834,Deep-Lad College,"57/954, Gade Path, Imphal-645652",kartikwadhwa@kadakia.com,2022,Civil,Thermodynamics,501,6.79,C
Ojas Arya,R0549,ID00549,9138823691,Kohli Group College,"70, Khanna Street, Haridwar 159910",loyalsamiha@upadhyay-sastry.com,2024,Civil,Power Systems,436,6.57,C
Elakshi Ram,R0550,ID00550,9373029150,"Chacko, Mani and Acharya College","58/33, Salvi Nagar, Mangalore-988420",yjha@gmail.com,2024,Information Technology,Thermodynamics,543,6.95,C
Yasmin Wagle,R0551,ID00551,9448257602,Barad Inc College,"H.No. 41, Kalla Zila, Bhubaneswar 994758",ela42@gmail.com,2021,Computer Science,VLSI,494,6.55,C
Ehsaan Kari,R0552,ID00552,9693683225,"Chandra, Tiwari and Amble College","59/503, Uppal Nagar, Nellore 995365",badalshamik@behl.com,2023,Civil,Structural Design,475,9.03,A+
Aayush Sen,R0553,ID00553,9486935270,"Batra, Basu and Khanna College","65/27, Loke Path, New Delhi 715301",gdalal@gmail.com,2021,Civil,VLSI,476,7.4,B
Indrans Lanka,R0554,ID00554,9886911688,"Lad, Balasubramanian and Kumar College","255, Varghese Chowk, Dewas-402731",ivan22@bains.com,2024,Mechanical,Software Engineering,489,8.53,A
Kiaan Krishnamurthy,R0555,ID00555,9513909950,Kaur PLC College,"H.No. 761, Sami Ganj, Ambala 648095",akarshsavant@gmail.com,2020,Information Technology,Structural Design,439,6.65,C
Rasha Kalla,R0556,ID00556,9752168242,Rau-Edwin College,"355, Bhatia Zila, Purnia 306534",mishti51@brahmbhatt.com,2020,Civil,Software Engineering,554,7.11,B
Tiya Yohannan,R0557,ID00557,9411508810,Arya-Sandhu College,"08/114, Tiwari Zila, Jammu-019158",fbadami@tata.com,2024,Information Technology,Networking,406,8.54,A
Nishith Sathe,R0558,ID00558,9619915118,"Lala, Dara and Kohli College","H.No. 44, Kuruvilla Zila, Sri Ganganagar-697856",nchauhan@hotmail.com,2024,Mechanical,Structural Design,524,6.95,C
Pranay Atwal,R0559,ID00559,9733197476,Ghose and Sons College,"91/495, Shanker Chowk, Navi Mumbai 813247",kakarnayantara@hotmail.com,2022,Electrical,Thermodynamics,592,8.99,A
Damini Kalita,R0560,ID00560,9778165038,Ganguly LLC College,"305, Lall, Chittoor 575594",edayal@hotmail.com,2023,Computer Science,Thermodynamics,483,8.68,A
Inaaya  Madan,R0561,ID00561,9711475819,"Varkey, Ranganathan and Sarin College","H.No. 24, Krishnamurthy Street, Sirsa 219424",zdin@kari.com,2024,Information Technology,Networking,438,6.16,C
Prisha Shah,R0562,ID00562,9395323293,"Chhabra, Bora and Arya College","268, Master Marg, Etawah 292923",subramaniankimaya@kapadia.com,2024,Civil,Power Systems,487,8.37,A
Shamik Dey,R0563,ID00563,9761735285,Wason-Doctor College,"H.No. 784, Dara Marg, Erode-900357",samihagrover@gmail.com,2025,Computer Science,Software Engineering,502,7.22,B
Neelofar Bhattacharyya,R0564,ID00564,9565589828,"Sami, Gade and Dhingra College","23/08, Barad Nagar, Burhanpur-584746",vchana@khatri.com,2021,Mechanical,VLSI,463,8.24,A
Riya Soni,R0565,ID00565,9263373888,"Arya, Khurana and Raval College","42/832, Lal Circle, Ranchi-685413",shalv36@gill.org,2023,Electrical,Software Engineering,442,8.65,A
Yasmin Banik,R0566,ID00566,9207906231,Cheema PLC College,"H.No. 101, Kurian Zila, Agra 713778",fshroff@lala.com,2024,Mechanical,Networking,568,6.4,C
Shanaya Mander,R0567,ID00567,9346748657,Chand-Bhatia College,"849, Saini Zila, Kavali-785734",qdora@gmail.com,2021,Information Technology,Software Engineering,546,7.43,B
Aaryahi Choudhary,R0568,ID00568,9738362083,De-Shan College,"62, Dhar Chowk, Vadodara 540519",qchoudhry@yahoo.com,2025,Information Technology,Thermodynamics,519,7.76,B
Advika Aggarwal,R0569,ID00569,9766139964,Ravi-Garde College,"H.No. 67, Khurana Ganj, Durg-439916",somtiya@gmail.com,2020,Electrical,Thermodynamics,588,6.07,C
Indrajit Mahal,R0570,ID00570,9478762286,Sampath-Ratti College,"53/641, Konda Street, Mau-666204",divij62@gmail.com,2021,Electrical,Software Engineering,476,8.67,A
Urvi Rau,R0571,ID00571,9897456641,Goel Inc College,"984, Kadakia Circle, Bhimavaram 038133",pranaygoda@kaul-gole.com,2025,Electronics,Structural Design,473,9.77,A+
Saira Tailor,R0572,ID00572,9842967428,Doctor-Bose College,"74/79, Chanda Nagar, Bhiwandi-083775",vritika80@yahoo.com,2024,Computer Science,Software Engineering,456,9.78,A+
Tarini Desai,R0573,ID00573,9173794151,"Bir, Dani and Suresh College","07, Lal Road, Bidhannagar 889564",ldar@kurian-sawhney.com,2021,Civil,Software Engineering,600,7.81,B
Akarsh Virk,R0574,ID00574,9976722242,"Jani, Sethi and Bumb College","H.No. 305, Dara Nagar, Delhi-180149",purab64@yahoo.com,2023,Electrical,Networking,578,9.75,A+
Khushi Dash,R0575,ID00575,9221435750,Iyengar LLC College,"H.No. 342, Johal Path, Cuttack-028963",raghav04@yahoo.com,2025,Civil,Networking,573,7.08,B
Yakshit Sachdeva,R0576,ID00576,9708924686,Sarma-Shukla College,"H.No. 31, Sami Chowk, Sri Ganganagar-757764",shankergokul@deshmukh.org,2020,Electrical,Networking,479,6.03,C
Pranay Kalita,R0577,ID00577,9152570254,Tiwari-Raj College,"04, Raman Marg, Ghaziabad 190647",qbaria@ramachandran.com,2024,Mechanical,Power Systems,445,8.8,A
Rati Das,R0578,ID00578,9111400786,Deshpande-Tandon College,"56, Suresh Ganj, Bahraich-730667",qmammen@doshi.info,2025,Mechanical,Thermodynamics,507,6.2,C
Armaan Sule,R0579,ID00579,9577864029,Dey PLC College,"48, Tailor Marg, Nizamabad 618515",ritviksarna@sama.org,2021,Computer Science,VLSI,559,6.89,C
Emir Arora,R0580,ID00580,9821677535,Upadhyay PLC College,"H.No. 838, Manda Path, Cuttack 707244",acharyadarshit@yahoo.com,2021,Civil,Software Engineering,415,7.47,B
Miraan Vyas,R0581,ID00581,9519417444,Kulkarni-Lall College,"H.No. 579, Hegde Road, Kadapa-517919",rajannakul@yahoo.com,2023,Civil,Structural Design,435,8.14,A
Pari Sen,R0582,ID00582,9789126871,"Buch, Kara and Doshi College","76, Dewan Path, Khora -533948",mehul17@dixit.com,2023,Mechanical,Software Engineering,509,9.92,A+
Madhav Sha,R0583,ID00583,9396927405,Badami-Singhal College,"H.No. 78, Rege Marg, Motihari-546207",kanav25@hotmail.com,2025,Computer Science,Power Systems,575,7.39,B
Riya Tank,R0584,ID00584,9837838184,Gandhi-Tak College,"52/088, Sami, Ballia-664153",xgoda@yahoo.com,2024,Computer Science,Structural Design,585,9.63,A+
Tushar Bhalla,R0585,ID00585,9118116390,Sehgal-Saxena College,"76, Srinivasan Chowk, Kamarhati 819800",rkaran@hotmail.com,2025,Mechanical,Networking,582,9.74,A+
Aayush Dara,R0586,ID00586,9593946998,Sekhon-Datta College,"34, Dora Zila, Sikar 412960",hiranmane@hotmail.com,2025,Computer Science,Networking,461,6.89,C
Pranay Chawla,R0587,ID00587,9695946832,Madan-Varghese College,"H.No. 506, Hegde Street, Siliguri-953528",baralprerak@yahoo.com,2025,Civil,Power Systems,446,8.68,A
Diya Jha,R0588,ID00588,9466736631,"Maharaj, Aurora and Swamy College","814, Srivastava Circle, Bulandshahr 859313",zara84@gmail.com,2025,Electronics,VLSI,591,7.74,B
Trisha Khanna,R0589,ID00589,9911804866,Chander Inc College,"H.No. 439, Shroff Circle, Patna-612514",rohandora@yahoo.com,2022,Electronics,Thermodynamics,442,7.71,B
Pihu Sarraf,R0590,ID00590,9567830967,"Rattan, Choudhry and Jaggi College","77/69, Chander, Tirunelveli 966014",anayvenkatesh@yahoo.com,2021,Electronics,Software Engineering,453,9.73,A+
Rohan Char,R0591,ID00591,9684171832,Master PLC College,"95, Varty Zila, Madhyamgram-879643",bansalnirvaan@subramaniam.net,2022,Civil,Networking,585,7.94,B
Prisha Goda,R0592,ID00592,9718762101,"Babu, Chawla and Sarkar College","03/08, Chowdhury Ganj, Srikakulam-855373",tiwarinitara@yahoo.com,2024,Civil,VLSI,416,7.13,B
Alisha Bhatt,R0593,ID00593,9253917381,Barad Ltd College,"79, Chauhan Circle, Motihari-132138",bsachar@hotmail.com,2021,Computer Science,Thermodynamics,532,6.71,C
Dhanuk Bhattacharyya,R0594,ID00594,9152607840,"Balay, Sachdev and Biswas College","81, Balay Street, Guntur-718477",uswaminathan@gmail.com,2024,Electronics,Thermodynamics,542,6.41,C
Rohan Sarna,R0595,ID00595,9210838617,Wagle LLC College,"44/05, Kalla Chowk, Berhampur-884417",renee74@sood.com,2021,Electrical,Power Systems,573,7.1,B
Sahil Chaudry,R0596,ID00596,9278696784,Wable-Sathe College,"H.No. 41, Acharya Circle, Kottayam-027877",rajutrisha@gmail.com,2023,Information Technology,Power Systems,491,8.04,A
Reyansh Contractor,R0597,ID00597,9385072658,Bir Group College,"84/17, Khatri Road, Rohtak-677767",hanshcheema@gmail.com,2021,Electrical,Networking,548,7.72,B
